sample_id,ena_run
BL0186-C,ERR1583923
BL0187-C,ERR1583924
BL0187-C,ERR1583888
BL0187-C,ERR1583852
BL0189-C,ERR1583926
BL0189-C,ERR1583890
BL0189-C,ERR1583854
BL0190-C,ERR1583927
BL0190-C,ERR1583891
BL0190-C,ERR1583855
BL0192-C,ERR1583929
BL0192-C,ERR1583893
BL0192-C,ERR1583857
BL0193-C,ERR1583930
BL0193-C,ERR1583858
BL0193-C,ERR1583894
BL0194-C,ERR1583931
BL0194-C,ERR1560322
BL0194-C,ERR1583967
BL0195-C,ERR1560323
BL0195-C,ERR1583932
BL0195-C,ERR1583968
BL0196-C,ERR1560324
BL0196-C,ERR1583933
BL0196-C,ERR1583969
BL0197-C,ERR1560325
BL0197-C,ERR1583934
BL0197-C,ERR1583970
BL0198-C,ERR1560326
BL0198-C,ERR1583935
BL0198-C,ERR1583971
BL0199-C,ERR1583972
BL0199-C,ERR1583936
BL0199-C,ERR1560327
BL0200-C,ERR1560328
BL0200-C,ERR1583937
BL0200-C,ERR1583973
BL0201-C,ERR1583974
BL0201-C,ERR1560329
BL0201-C,ERR1583938
BL0202-C,ERR1560330
BL0202-C,ERR1583939
BL0202-C,ERR1583975
BL0203-C,ERR1583976
BL0203-C,ERR1583940
BL0203-C,ERR1560331
BL0204-C,ERR1560332
BL0204-C,ERR1583941
BL0204-C,ERR1583977
BL0205-C,ERR1560333
BL0205-C,ERR1583942
BL0205-C,ERR1583978
BL0207-C,ERR1560335
BL0207-C,ERR1583944
BL0207-C,ERR1583980
BL0208-C,ERR1560336
BL0208-C,ERR1583981
BL0208-C,ERR1583945
BL0209-C,ERR1560337
BL0209-C,ERR1583946
BL0209-C,ERR1583982
BL0210-C,ERR1560338
BL0210-C,ERR1583947
BL0210-C,ERR1583983
BL0211-C,ERR1560339
BL0211-C,ERR1583948
BL0211-C,ERR1583984
BL0212-C,ERR1583985
BL0212-C,ERR1560340
BL0212-C,ERR1583949
BL0213-C,ERR1560341
BL0213-C,ERR1583950
BL0213-C,ERR1583986
BL0214-C,ERR1560342
BL0214-C,ERR1583951
BL0214-C,ERR1583987
BL0215-C,ERR1560343
BL0215-C,ERR1583988
BL0215-C,ERR1583952
BL0216-C,ERR1560344
BL0216-C,ERR1583989
BL0216-C,ERR1583953
BL0217-C,ERR1560345
BL0217-C,ERR1583954
BL0217-C,ERR1583990
BL0218-C,ERR1583955
BL0218-C,ERR1560346
BL0218-C,ERR1583991
BL0221-C,ERR1560349
BL0221-C,ERR1583958
BL0221-C,ERR1583994
BL0222-C,ERR1560350
BL0222-C,ERR1583959
BL0222-C,ERR1583995
BL0223-C,ERR1560351
BL0223-C,ERR1583960
BL0223-C,ERR1583996
BL0224-C,ERR1560352
BL0224-C,ERR1583961
BL0224-C,ERR1583997
BL0225-C,ERR1583962
BL0225-C,ERR1583998
BL0225-C,ERR1560353
BL0226-C,ERR1560354
BL0226-C,ERR1583963
BL0226-C,ERR1583999
BL0227-C,ERR1560355
BL0227-C,ERR1583964
BL0227-C,ERR1584000
BL0228-C,ERR1560356
BL0228-C,ERR1583965
BL0228-C,ERR1584001
BL0229-C,ERR1583966
BL0229-C,ERR1584002
BL0229-C,ERR1560357
BL0230-C,ERR1584003
BL0230-C,ERR1584039
BL0230-C,ERR1584075
BL0231-C,ERR1584004
BL0231-C,ERR1584040
BL0231-C,ERR1584076
BL0232-C,ERR1584005
BL0232-C,ERR1584041
BL0232-C,ERR1584077
BL0233-C,ERR1584078
BL0233-C,ERR1584006
BL0233-C,ERR1584042
BL0234-C,ERR1584007
BL0234-C,ERR1584043
BL0234-C,ERR1584079
BL0235-C,ERR1584008
BL0235-C,ERR1584044
BL0235-C,ERR1584080
BL0236-C,ERR1584081
BL0236-C,ERR1584009
BL0236-C,ERR1584045
BL0238-C,ERR1584047
BL0238-C,ERR1584083
BL0238-C,ERR1584011
BL0239-C,ERR1584012
BL0239-C,ERR1584048
BL0239-C,ERR1584084
BL0240-C,ERR1584013
BL0240-C,ERR1584049
BL0240-C,ERR1584085
BL0241-C,ERR1584014
BL0241-C,ERR1584050
BL0241-C,ERR1584086
BL0242-C,ERR1584087
BL0242-C,ERR1584051
BL0242-C,ERR1584015
BL0243-C,ERR1584016
BL0243-C,ERR1584052
BL0243-C,ERR1584088
BL0244-C,ERR1584017
BL0244-C,ERR1584053
BL0244-C,ERR1584089
BL0246-C,ERR1610030
BL0246-C,ERR1610282
BL0246-C,ERR1610318
BL0247-C,ERR1610283
BL0247-C,ERR1610319
BL0247-C,ERR1610031
BL0250-CW,ERR2532603
BL0250-CW,ERR2532783
BL0250-CW,ERR2532639
BL0251-C,ERR1610320
BL0251-C,ERR1610032
BL0251-C,ERR1610284
BL0252-C,ERR1610285
BL0252-C,ERR1610033
BL0252-C,ERR1610321
BL0253-C,ERR1610034
BL0253-C,ERR1610286
BL0253-C,ERR1610322
BL0254-C,ERR1610287
BL0254-C,ERR1610035
BL0254-C,ERR1610323
BL0255-C,ERR1610324
BL0255-C,ERR1610036
BL0255-C,ERR1610288
BL0256-C,ERR1610037
BL0256-C,ERR1610289
BL0256-C,ERR1610325
BL0257-C,ERR1610038
BL0257-C,ERR1610290
BL0257-C,ERR1610326
BL0258-C,ERR1610327
BL0258-C,ERR1610291
BL0258-C,ERR1610039
BL0259-C,ERR1610292
BL0259-C,ERR1610328
BL0259-C,ERR1610040
BL0260-C,ERR1610041
BL0260-C,ERR1610293
BL0260-C,ERR1610329
BL0261-C,ERR1610294
BL0261-C,ERR1610042
BL0261-C,ERR1610330
BL0263-C,ERR1610295
BL0263-C,ERR1610043
BL0263-C,ERR1610331
BL0264-C,ERR1610332
BL0264-C,ERR1610044
BL0264-C,ERR1610296
BL0266-C,ERR1610045
BL0266-C,ERR1610297
BL0266-C,ERR1610333
BL0267-C,ERR1610046
BL0267-C,ERR1610298
BL0267-C,ERR1610334
BL0269-C,ERR1610335
BL0269-C,ERR1610299
BL0269-C,ERR1610047
BL0271-C,ERR1610300
BL0271-C,ERR1610336
BL0271-C,ERR1610048
BL0272-C,ERR1610049
BL0272-C,ERR1610301
BL0272-C,ERR1610337
BL0273-C,ERR1610338
BL0273-C,ERR1610302
BL0273-C,ERR1610050
BL0275-C,ERR1610051
BL0275-C,ERR1610303
BL0275-C,ERR1610339
BL0276-C,ERR1610340
BL0276-C,ERR1610052
BL0276-C,ERR1610304
BL0277-C,ERR1610053
BL0277-C,ERR1610341
BL0277-C,ERR1610305
BL0278-C,ERR1610054
BL0278-C,ERR1610306
BL0278-C,ERR1610342
BL0280-C,ERR1610055
BL0280-C,ERR1610307
BL0280-C,ERR1610343
BL0281-C,ERR1610344
BL0281-C,ERR1610308
BL0281-C,ERR1610056
BL0282-C,ERR1610345
BL0282-C,ERR1610057
BL0282-C,ERR1610309
BL0283-C,ERR1610058
BL0283-C,ERR1610310
BL0283-C,ERR1610346
BL0284-C,ERR1610059
BL0284-C,ERR1610311
BL0284-C,ERR1610347
BL0285-C,ERR1610348
BL0285-C,ERR1610060
BL0285-C,ERR1610312
BL0286-C,ERR1610061
BL0286-C,ERR1610313
BL0286-C,ERR1610349
BL0287-C,ERR1610350
BL0287-C,ERR1610062
BL0287-C,ERR1610314
BL0288-C,ERR1610063
BL0288-C,ERR1610315
BL0288-C,ERR1610351
BL0290-C,ERR1610064
BL0290-C,ERR1610316
BL0290-C,ERR1610352
BL0291-C,ERR1610353
BL0291-C,ERR1610317
BL0291-C,ERR1610065
BL0292-C,ERR1610390
BL0292-C,ERR1610426
BL0292-C,ERR1610354
BL0293-C,ERR1610355
BL0293-C,ERR1610391
BL0293-C,ERR1610427
BL0294-C,ERR1610392
BL0294-C,ERR1610428
BL0294-C,ERR1610356
BL0296-C,ERR1610393
BL0296-C,ERR1610357
BL0296-C,ERR1610429
BL0297-C,ERR1610430
BL0297-C,ERR1610358
BL0297-C,ERR1610394
BL0298-C,ERR1610431
BL0298-C,ERR1610395
BL0298-C,ERR1610359
BL0299-C,ERR1610360
BL0299-C,ERR1610432
BL0299-C,ERR1610396
BL0300-C,ERR1610397
BL0300-C,ERR1610433
BL0300-C,ERR1610361
BL0301-C,ERR1610362
BL0301-C,ERR1610398
BL0301-C,ERR1610434
BL0302-C,ERR1610363
BL0302-C,ERR1610399
BL0302-C,ERR1610435
BL0303-C,ERR1610364
BL0303-C,ERR1610400
BL0303-C,ERR1610436
BL0304-C,ERR1610437
BL0304-C,ERR1610365
BL0304-C,ERR1610401
BL0305-C,ERR1610366
BL0305-C,ERR1610402
BL0305-C,ERR1610438
BL0306-C,ERR1610439
BL0306-C,ERR1610367
BL0306-C,ERR1610403
BL0307-C,ERR1610368
BL0307-C,ERR1610404
BL0307-C,ERR1610440
BL0308-C,ERR1610405
BL0308-C,ERR1610441
BL0308-C,ERR1610369
BL0309-C,ERR1610370
BL0309-C,ERR1610406
BL0309-C,ERR1610442
BL0310-C,ERR1610443
BL0310-C,ERR1610371
BL0310-C,ERR1610407
BL0311-C,ERR1610372
BL0311-C,ERR1610408
BL0311-C,ERR1610444
BL0312-C,ERR1610445
BL0312-C,ERR1610373
BL0312-C,ERR1610409
BL0313-C,ERR1610374
BL0313-C,ERR1610410
BL0313-C,ERR1610446
BL0314-C,ERR1610375
BL0314-C,ERR1610411
BL0314-C,ERR1610447
BL0315-C,ERR1610376
BL0315-C,ERR1610412
BL0315-C,ERR1610448
BL0316-C,ERR1610377
BL0316-C,ERR1610413
BL0316-C,ERR1610449
BL0317-C,ERR1610414
BL0317-C,ERR1610378
BL0317-C,ERR1610450
BL0318-C,ERR1610415
BL0318-C,ERR1610379
BL0318-C,ERR1610451
BL0319-C,ERR1610452
BL0319-C,ERR1610380
BL0319-C,ERR1610416
BL0320-C,ERR1610381
BL0320-C,ERR1610417
BL0320-C,ERR1610453
BL0321-C,ERR1610418
BL0321-C,ERR1610454
BL0321-C,ERR1610382
BL0322-C,ERR1610383
BL0322-C,ERR1610419
BL0322-C,ERR1610455
BL0323-C,ERR1610384
BL0323-C,ERR1610420
BL0323-C,ERR1610456
BL0324-C,ERR1610421
BL0324-C,ERR1610385
BL0324-C,ERR1610457
BL0325-C,ERR1610458
BL0325-C,ERR1610386
BL0325-C,ERR1610422
BL0326-C,ERR1610387
BL0326-C,ERR1610459
BL0326-C,ERR1610423
BL0327-C,ERR1610388
BL0327-C,ERR1610424
BL0327-C,ERR1610460
BL0328-C,ERR1610389
BL0328-C,ERR1610425
BL0328-C,ERR1610461
BL0332-C,ERR1638545
BL0332-C,ERR1638509
BL0332-C,ERR1638473
BL0333-C,ERR1638546
BL0333-C,ERR1638474
BL0333-C,ERR1638510
BL0334-C,ERR1638475
BL0334-C,ERR1638511
BL0334-C,ERR1638547
BL0335-C,ERR1638476
BL0335-C,ERR1638512
BL0335-C,ERR1638548
BL0336-C,ERR1638549
BL0336-C,ERR1638477
BL0336-C,ERR1638513
BL0337-C,ERR1638478
BL0337-C,ERR1638514
BL0337-C,ERR1638550
BL0338-C,ERR1638551
BL0338-C,ERR1638479
BL0338-C,ERR1638515
BL0339-C,ERR1638480
BL0339-C,ERR1638516
BL0339-C,ERR1638552
BL0340-C,ERR1638481
BL0340-C,ERR1638517
BL0340-C,ERR1638553
BL0341-C,ERR1638554
BL0341-C,ERR1638518
BL0341-C,ERR1638482
BL0342-C,ERR1638519
BL0342-C,ERR1638555
BL0342-C,ERR1638483
BL0343-C,ERR1638484
BL0343-C,ERR1638520
BL0343-C,ERR1638556
BL0344-C,ERR1638521
BL0344-C,ERR1638485
BL0344-C,ERR1638557
BL0345-C,ERR1638522
BL0345-C,ERR1638486
BL0345-C,ERR1638558
BL0346-C,ERR1638559
BL0346-C,ERR1638487
BL0346-C,ERR1638523
BL0347-C,ERR1638524
BL0347-C,ERR1638488
BL0347-C,ERR1638560
BL0348-C,ERR1638489
BL0348-C,ERR1638525
BL0348-C,ERR1638561
BL0350-C,ERR1638491
BL0350-C,ERR1638527
BL0350-C,ERR1638563
BL0351-C,ERR1638492
BL0351-C,ERR1638528
BL0351-C,ERR1638564
BL0352-C,ERR1638493
BL0352-C,ERR1638529
BL0352-C,ERR1638565
BL0353-C,ERR1638566
BL0353-C,ERR1638494
BL0353-C,ERR1638530
BL0354-C,ERR1638495
BL0354-C,ERR1638531
BL0354-C,ERR1638567
BL0356-C,ERR1638569
BL0356-C,ERR1638497
BL0356-C,ERR1638533
BL0357-C,ERR1638498
BL0357-C,ERR1638534
BL0357-C,ERR1638570
BL0358-C,ERR1638535
BL0358-C,ERR1638571
BL0358-C,ERR1638499
BL0359-C,ERR1638500
BL0359-C,ERR1638536
BL0359-C,ERR1638572
BL0360-C,ERR1638537
BL0360-C,ERR1638501
BL0360-C,ERR1638573
BL0361-C,ERR1638538
BL0361-C,ERR1638502
BL0361-C,ERR1638574
BL0362-C,ERR1638575
BL0362-C,ERR1638503
BL0362-C,ERR1638539
BL0363-C,ERR1638504
BL0363-C,ERR1638540
BL0363-C,ERR1638576
BL0365-C,ERR1638506
BL0365-C,ERR1638542
BL0365-C,ERR1638578
BL0366-C,ERR1638543
BL0366-C,ERR1638507
BL0366-C,ERR1638579
BL0367-C,ERR1638544
BL0367-C,ERR1638580
BL0367-C,ERR1638508
BL0368-C,ERR1638581
BL0368-C,ERR1638617
BL0368-C,ERR1638653
BL0370-C,ERR1638583
BL0370-C,ERR1638619
BL0370-C,ERR1638655
BL0371-C,ERR1638620
BL0371-C,ERR1638584
BL0371-C,ERR1638656
BL0372-C,ERR1638621
BL0372-C,ERR1638585
BL0372-C,ERR1638657
BL0373-C,ERR1638658
BL0373-C,ERR1638586
BL0373-C,ERR1638622
BL0375-C,ERR1638588
BL0375-C,ERR1638624
BL0375-C,ERR1638660
BL0376-C,ERR1638589
BL0376-C,ERR1638661
BL0376-C,ERR1638625
BL0377-C,ERR1638590
BL0377-C,ERR1638626
BL0377-C,ERR1638662
BL0378-C,ERR1638591
BL0378-C,ERR1638627
BL0378-C,ERR1638663
BL0379-C,ERR1638628
BL0379-C,ERR1638664
BL0379-C,ERR1638592
BL0380-C,ERR1638629
BL0380-C,ERR1638665
BL0380-C,ERR1638593
BL0381-C,ERR1638594
BL0381-C,ERR1638630
BL0381-C,ERR1638666
BL0382-C,ERR1638595
BL0382-C,ERR1638631
BL0382-C,ERR1638667
BL0383-C,ERR1638596
BL0383-C,ERR1638632
BL0383-C,ERR1638668
BL0384-C,ERR1638597
BL0384-C,ERR1638633
BL0384-C,ERR1638669
BL0385-C,ERR1638634
BL0385-C,ERR1638670
BL0385-C,ERR1638598
BL0386-C,ERR1638599
BL0386-C,ERR1638635
BL0386-C,ERR1638671
BL0387-C,ERR1638636
BL0387-C,ERR1638672
BL0387-C,ERR1638600
BL0388-C,ERR1638637
BL0388-C,ERR1638673
BL0388-C,ERR1638601
BL0389-C,ERR1638602
BL0389-C,ERR1638638
BL0389-C,ERR1638674
BL0391-C,ERR1638604
BL0391-C,ERR1638676
BL0391-C,ERR1638640
BL0392-C,ERR1638677
BL0392-C,ERR1638605
BL0392-C,ERR1638641
BL0393-C,ERR1638606
BL0393-C,ERR1638642
BL0393-C,ERR1638678
BL0394-C,ERR1638607
BL0394-C,ERR1638643
BL0394-C,ERR1638679
AC0007-C,ERR328809
AC0007-C,ERR331968
AC0007-C,ERR331980
AC0008-C,ERR320061
AC0008-C,ERR328460
AC0008-C,ERR328472
AC0009-Cx,ERR491266
AC0009-Cx,ERR495762
AC0009-Cx,ERR501999
AC0010-C,ERR328772
AC0010-C,ERR331895
AC0010-C,ERR331907
AC0011-C,ERR331811
AC0011-C,ERR331799
AC0011-C,ERR327281
AC0012-Cx,ERR491314
AC0012-Cx,ERR495426
AC0012-Cx,ERR495438
AC0013-Cx,ERR495615
AC0013-Cx,ERR501888
AC0013-Cx,ERR501900
AC0014-C,ERR320063
AC0014-C,ERR328462
AC0014-C,ERR328474
AC0015-C,ERR327293
AC0015-C,ERR331823
AC0015-C,ERR331835
AC0016-C,ERR331765
AC0016-C,ERR327259
AC0016-C,ERR331753
AC0017-C,ERR327295
AC0017-C,ERR331825
AC0017-C,ERR331837
AC0018-Cx,ERR491288
AC0018-Cx,ERR495376
AC0018-Cx,ERR495388
AC0019-C,ERR327260
AC0019-C,ERR331754
AC0019-C,ERR331766
AC0021-C,ERR331910
AC0021-C,ERR331898
AC0021-C,ERR328775
AC0022-C,ERR327271
AC0022-C,ERR331777
AC0022-C,ERR331789
AC0023-C,ERR327269
AC0023-C,ERR331775
AC0023-C,ERR331787
AC0024-Cx,ERR491300
AC0024-Cx,ERR495400
AC0024-Cx,ERR495412
AC0025-C,ERR328461
AC0025-C,ERR328473
AC0025-C,ERR320062
AC0026-C,ERR331788
AC0026-C,ERR327270
AC0026-C,ERR331776
AC0027-C,ERR320013
AC0027-C,ERR327401
AC0027-C,ERR328402
AC0028-C,ERR328820
AC0028-C,ERR331991
AC0028-C,ERR332003
AC0029-C,ERR327272
AC0029-C,ERR331778
AC0029-C,ERR331790
AC0030-C,ERR331800
AC0030-C,ERR331812
AC0030-C,ERR327282
AC0031-Cx,ERR491275
AC0031-Cx,ERR495351
AC0031-Cx,ERR495363
AC0032-C,ERR319978
AC0032-C,ERR327330
AC0032-C,ERR327342
AC0033-Cx,ERR495543
AC0033-Cx,ERR501720
AC0033-Cx,ERR501732
AC0034-C,ERR328774
AC0034-C,ERR331897
AC0034-C,ERR331909
AC0035-C,ERR331716
AC0035-C,ERR331704
AC0035-C,ERR327234
AC0036-C,ERR328786
AC0036-C,ERR331921
AC0036-C,ERR331933
AC0037-C,ERR327296
AC0037-C,ERR331826
AC0037-C,ERR331838
AC0038-Cx,ERR502001
AC0038-Cx,ERR491268
AC0038-Cx,ERR495764
AC0039-C,ERR327390
AC0039-C,ERR327378
AC0039-C,ERR320002
AC0040-C,ERR320004
AC0040-C,ERR327380
AC0040-C,ERR327392
AC0041-Cx,ERR495435
AC0041-Cx,ERR491311
AC0041-Cx,ERR495423
AC0042-C,ERR331967
AC0042-C,ERR331979
AC0042-C,ERR328808
AC0043-C,ERR328414
AC0043-C,ERR328426
AC0043-C,ERR320039
AC0044-Cx,ERR501996
AC0044-Cx,ERR491263
AC0044-Cx,ERR495759
AC0045-C,ERR327319
AC0045-C,ERR331873
AC0045-C,ERR331885
AC0046-C,ERR320038
AC0046-C,ERR327403
AC0046-C,ERR328425
AC0047-C,ERR327257
AC0047-C,ERR331751
AC0047-C,ERR331763
AC0048-Cx,ERR501816
AC0048-Cx,ERR501828
AC0048-Cx,ERR495591
AC0049-C,ERR327235
AC0049-C,ERR331705
AC0049-C,ERR331717
AC0050-Cx,ERR491276
AC0050-Cx,ERR495352
AC0050-Cx,ERR495364
AC0051-C,ERR319989
AC0051-C,ERR327353
AC0051-C,ERR327365
AC0052-Cx,ERR495411
AC0052-Cx,ERR491299
AC0052-Cx,ERR495399
AC0053-C,ERR331814
AC0053-C,ERR331802
AC0053-C,ERR327284
AC0054-C,ERR320050
AC0054-C,ERR328437
AC0054-C,ERR328449
AC0055-C,ERR327258
AC0055-C,ERR331752
AC0055-C,ERR331764
AC0056-C,ERR319977
AC0056-C,ERR327329
AC0056-C,ERR327341
AC0057-C,ERR327402
AC0057-C,ERR328424
AC0057-C,ERR320037
AC0058-C,ERR320041
AC0058-C,ERR328416
AC0058-C,ERR328428
AC0059-C,ERR320049
AC0059-C,ERR328436
AC0059-C,ERR328448
AC0060-C,ERR319979
AC0060-C,ERR327331
AC0060-C,ERR327343
AC0061-C,ERR328773
AC0061-C,ERR331896
AC0061-C,ERR331908
AC0062-C,ERR328450
AC0062-C,ERR328438
AC0062-C,ERR320051
AC0063-C,ERR320025
AC0063-C,ERR343559
AC0063-C,ERR343571
AC0064-C,ERR320040
AC0064-C,ERR328415
AC0064-C,ERR328427
AC0065-C,ERR320015
AC0065-C,ERR328392
AC0065-C,ERR328404
AC0066-C,ERR327344
AC0066-C,ERR327332
AC0066-C,ERR319980
AC0067-Cx,ERR491278
AC0067-Cx,ERR495354
AC0067-Cx,ERR495366
AC0068-C,ERR320030
AC0068-C,ERR343564
AC0068-C,ERR343576
AC0069-C,ERR320003
AC0069-C,ERR327379
AC0069-C,ERR327391
AC0070-C,ERR331932
AC0070-C,ERR331920
AC0070-C,ERR328785
AC0071-C,ERR320007
AC0071-C,ERR327383
AC0071-C,ERR327395
AC0072-C,ERR319981
AC0072-C,ERR327333
AC0072-C,ERR327345
AC0073-C,ERR319982
AC0073-C,ERR327334
AC0073-C,ERR327346
AC0074-C,ERR327394
AC0074-C,ERR327382
AC0074-C,ERR320006
AC0075-C,ERR320029
AC0075-C,ERR343563
AC0075-C,ERR343575
AC0076-C,ERR327261
AC0076-C,ERR331755
AC0076-C,ERR331767
AC0077-C,ERR320005
AC0077-C,ERR327381
AC0077-C,ERR327393
AC0078-C,ERR327335
AC0078-C,ERR327347
AC0078-C,ERR319983
AC0079-C,ERR331801
AC0079-C,ERR331813
AC0079-C,ERR327283
AC0080-Cx,ERR502000
AC0080-Cx,ERR491267
AC0080-Cx,ERR495763
AC0081-C,ERR327318
AC0081-C,ERR331872
AC0081-C,ERR331884
AC0082-C,ERR328784
AC0082-C,ERR331919
AC0082-C,ERR331931
AC0083-C,ERR320001
AC0083-C,ERR327377
AC0083-C,ERR327389
AC0084-C,ERR343560
AC0084-C,ERR343572
AC0084-C,ERR320026
AC0085-C,ERR320014
AC0085-C,ERR328391
AC0085-C,ERR328403
AC0086-C,ERR320027
AC0086-C,ERR343561
AC0086-C,ERR343573
AC0087-Cx,ERR491277
AC0087-Cx,ERR495353
AC0087-Cx,ERR495365
AC0088-C,ERR343574
AC0088-C,ERR320028
AC0088-C,ERR343562
AC0089-Cx,ERR501737
AC0089-Cx,ERR501725
AC0089-Cx,ERR495548
AC0090-C,ERR328776
AC0090-C,ERR331899
AC0090-C,ERR331911
AC0091-Cx,ERR495571
AC0091-Cx,ERR501772
AC0091-Cx,ERR501784
AC0092-C,ERR328825
AC0092-C,ERR331996
AC0092-C,ERR332008
AC0093-C,ERR331975
AC0093-C,ERR331987
AC0093-C,ERR328816
AC0094-C,ERR328798
AC0094-C,ERR331945
AC0094-C,ERR331957
AC0095-C,ERR328839
AC0095-C,ERR332022
AC0095-C,ERR332034
AC0096-Cx,ERR495549
AC0096-Cx,ERR501726
AC0096-Cx,ERR501738
AC0097-C,ERR327351
AC0097-C,ERR319987
AC0097-C,ERR327339
AC0098-C,ERR332005
AC0098-C,ERR331993
AC0098-C,ERR328822
AC0099-C,ERR327273
AC0099-C,ERR331779
AC0099-C,ERR331791
AC0100-C,ERR328789
AC0100-C,ERR331924
AC0100-C,ERR331936
AC0101-C,ERR320048
AC0101-C,ERR328423
AC0101-C,ERR328435
AC0102-Cx,ERR495379
AC0102-Cx,ERR495391
AC0102-Cx,ERR491291
AC0103-Cx,ERR491322
AC0103-Cx,ERR495434
AC0103-Cx,ERR495446
AC0104-Cx,ERR491272
AC0104-Cx,ERR495768
AC0104-Cx,ERR502005
AC0105-C,ERR320055
AC0105-C,ERR328442
AC0105-C,ERR328454
AC0106-C,ERR331942
AC0106-C,ERR328795
AC0106-C,ERR331930
AC0107-C,ERR331940
AC0107-C,ERR331928
AC0107-C,ERR328793
AC0108-C,ERR327291
AC0108-C,ERR331809
AC0108-C,ERR331821
AC0109-C,ERR327302
AC0109-C,ERR331832
AC0109-C,ERR331844
AC0110-Cx,ERR495576
AC0110-Cx,ERR501777
AC0110-Cx,ERR501789
AC0111-Cx,ERR501746
AC0111-Cx,ERR501758
AC0111-Cx,ERR495557
AC0112-C,ERR320057
AC0112-C,ERR328444
AC0112-C,ERR328456
AC0113-Cx,ERR495553
AC0113-Cx,ERR501730
AC0113-Cx,ERR501742
AC0114-C,ERR328787
AC0114-C,ERR331922
AC0114-C,ERR331934
AC0115-C,ERR327290
AC0115-C,ERR331808
AC0115-C,ERR331820
AC0116-C,ERR331846
AC0116-C,ERR331834
AC0116-C,ERR327304
AC0117-Cx,ERR491309
AC0117-Cx,ERR495409
AC0117-Cx,ERR495421
AC0118-C,ERR328781
AC0118-C,ERR331904
AC0118-C,ERR331916
AC0119-C,ERR320012
AC0119-C,ERR327388
AC0119-C,ERR327400
AC0120-C,ERR328429
AC0120-C,ERR328417
AC0120-C,ERR320042
AC0121-C,ERR319988
AC0121-C,ERR327340
AC0121-C,ERR327352
AC0122-C,ERR328790
AC0122-C,ERR331925
AC0122-C,ERR331937
AC0123-C,ERR327301
AC0123-C,ERR331831
AC0123-C,ERR331843
AC0124-C,ERR331782
AC0124-C,ERR331794
AC0124-C,ERR327276
AC0125-C,ERR320047
AC0125-C,ERR328422
AC0125-C,ERR328434
AC0126-Cx,ERR491318
AC0126-Cx,ERR495430
AC0126-Cx,ERR495442
AC0127-C,ERR327311
AC0127-C,ERR331853
AC0127-C,ERR331865
AC0128-Cx,ERR501759
AC0128-Cx,ERR501747
AC0128-Cx,ERR495558
AC0129-C,ERR328803
AC0129-C,ERR331950
AC0129-C,ERR331962
AC0130-C,ERR327274
AC0130-C,ERR331780
AC0130-C,ERR331792
AC0131-C,ERR320066
AC0131-C,ERR328465
AC0131-C,ERR328477
AC0132-C,ERR331713
AC0132-C,ERR331725
AC0132-C,ERR327243
AC0133-C,ERR332004
AC0133-C,ERR331992
AC0133-C,ERR328821
AC0134-Cx,ERR495771
AC0134-Cx,ERR502032
AC0134-Cx,ERR502116
AC0135-C,ERR327286
AC0135-C,ERR331804
AC0135-C,ERR331816
AC0136-C,ERR319984
AC0136-C,ERR327336
AC0136-C,ERR327348
AC0137-C,ERR331963
AC0137-C,ERR331951
AC0137-C,ERR328804
AC0138-Cx,ERR491294
AC0138-Cx,ERR495382
AC0138-Cx,ERR495394
AC0139-C,ERR327326
AC0139-C,ERR331880
AC0139-C,ERR331892
AC0140-C,ERR327266
AC0140-C,ERR331760
AC0140-C,ERR331772
AC0141-C,ERR332046
AC0141-C,ERR332058
AC0141-C,ERR328851
AC0142-C,ERR327303
AC0142-C,ERR331833
AC0142-C,ERR331845
AC0143-C,ERR320021
AC0143-C,ERR328398
AC0143-C,ERR328410
AC0144-Cx,ERR491293
AC0144-Cx,ERR495381
AC0144-Cx,ERR495393
AC0145-Cx,ERR495371
AC0145-Cx,ERR495359
AC0145-Cx,ERR491283
AC0146-C,ERR327263
AC0146-C,ERR331757
AC0146-C,ERR331769
AC0147-Cx,ERR491284
AC0147-Cx,ERR495360
AC0147-Cx,ERR495372
AC0148-C,ERR327267
AC0148-C,ERR331761
AC0148-C,ERR331773
AC0149-Cx,ERR495401
AC0149-Cx,ERR495413
AC0149-Cx,ERR491301
AC0150-C,ERR331807
AC0150-C,ERR331819
AC0150-C,ERR327289
AC0151-C,ERR331877
AC0151-C,ERR331889
AC0151-C,ERR327323
AC0152-C,ERR331783
AC0152-C,ERR331795
AC0152-C,ERR327277
AC0153-C,ERR327264
AC0153-C,ERR331758
AC0153-C,ERR331770
AC0154-C,ERR328823
AC0154-C,ERR331994
AC0154-C,ERR332006
AC0155-C,ERR319990
AC0155-C,ERR327354
AC0155-C,ERR327366
AC0156-C,ERR331901
AC0156-C,ERR331913
AC0156-C,ERR328778
AC0157-C,ERR328824
AC0157-C,ERR331995
AC0157-C,ERR332007
AC0158-C,ERR327287
AC0158-C,ERR331805
AC0158-C,ERR331817
AC0159-C,ERR328792
AC0159-C,ERR331927
AC0159-C,ERR331939
AC0160-C,ERR328481
AC0160-C,ERR320070
AC0160-C,ERR328469
AC0161-C,ERR328432
AC0161-C,ERR328420
AC0161-C,ERR320045
AC0162-Cx,ERR491308
AC0162-Cx,ERR495408
AC0162-Cx,ERR495420
AC0163-C,ERR328782
AC0163-C,ERR331905
AC0163-C,ERR331917
AC0164-C,ERR319991
AC0164-C,ERR327355
